Time,Bond,Side,Notional,Counterparty,MidPrice,QuotedPrice,Competitors,Traded,nextMidPrice
2538,US Treasury 5Y,ASK,5000000,TankerAssetManagement,97.273,97.394,6,MISSED,97.173
2542,US Treasury 30Y,ASK,100000,HF-Fortress,95.357,95.416,6,MISSED,94.914
2546,US Treasury 10Y,BID,1000000,HF-Fortress,94.288,94.394,3,DONE,94.274
2550,US Treasury 3Y,ASK,500000,CountrysideBroker,100.463,100.522,7,DONE,100.789
2552,US Treasury 10Y,ASK,10000000,SleepyManager,97.315,97.64,3,MISSED,96.988
2561,US Treasury 5Y,BID,1000000,CountrysideBroker,97.078,97.042,4,MISSED,97.065
2562,US Treasury 10Y,ASK,5000000,HF-Fortress,93.95,94.139,2,DONE,93.938
2568,US Treasury 3Y,ASK,100000,SniperFund,104.306,104.293,2,DONE,104.41
2576,US Treasury 30Y,ASK,100000,RelativeValueStrategies,88.737,89.069,3,MISSED,88.823
2576,US Treasury 2Y,BID,10000000,SleepyManager,101.719,101.699,2,DONE,101.611
2583,US Treasury 10Y,BID,1000000,SniperFund,96.067,95.95,5,MISSED,96.279
2589,US Treasury 5Y,ASK,2500000,SleepyManager,99.347,99.392,3,DONE,99.309
2598,US Treasury 2Y,BID,2500000,HF-Fortress,100.848,100.745,3,DONE,100.876
2600,US Treasury 3Y,ASK,500000,TankerAssetManagement,102.383,102.554,6,MISSED,102.471
2607,US Treasury 2Y,BID,250000,SleepyManager,102.863,102.799,3,MISSED,102.696
2614,US Treasury 10Y,ASK,1000000,SniperFund,95.735,96.099,5,MISSED,95.506
2623,US Treasury 30Y,ASK,5000000,CountrysideBroker,92.022,92.43,5,MISSED,92.1
2624,US Treasury 30Y,BID,100000,TankerAssetManagement,95.182,95.227,3,DONE,95.421
2627,US Treasury 5Y,ASK,10000000,HF-Fortress,97.103,97.159,6,MISSED,96.974
2633,US Treasury 5Y,ASK,2500000,RelativeValueStrategies,97.59,97.698,1,MISSED,97.624
2633,US Treasury 3Y,ASK,5000000,RelativeValueStrategies,100.604,100.673,1,DONE,100.606
2639,US Treasury 30Y,ASK,250000,HF-Fortress,95.836,95.932,4,MISSED,95.209
2644,US Treasury 30Y,ASK,5000000,CountrysideBroker,96.757,96.811,1,DONE,96.833
2644,US Treasury 3Y,BID,10000000,TankerAssetManagement,101.799,101.745,4,MISSED,101.721
2647,US Treasury 5Y,ASK,5000000,TankerAssetManagement,101.869,101.98,2,DONE,101.839
2655,US Treasury 2Y,ASK,100000,SleepyManager,101.337,101.355,2,DONE,101.447
2661,US Treasury 30Y,BID,500000,TankerAssetManagement,96.806,96.608,4,DONE,96.591
2669,US Treasury 2Y,BID,5000000,TankerAssetManagement,102.273,102.158,6,MISSED,102.251
2669,US Treasury 5Y,BID,5000000,TankerAssetManagement,98.871,98.715,3,MISSED,99.117
2673,US Treasury 30Y,ASK,1000000,RelativeValueStrategies,92.362,92.525,5,MISSED,92.642
2678,US Treasury 10Y,ASK,500000,TankerAssetManagement,96.426,96.415,6,MISSED,96.678
2686,US Treasury 10Y,BID,500000,HF-Fortress,99.285,99.019,2,MISSED,99.441
2689,US Treasury 30Y,ASK,5000000,SleepyManager,94.126,94.513,2,MISSED,93.998
2692,US Treasury 2Y,ASK,10000000,RelativeValueStrategies,100.159,100.297,1,MISSED,100.346
2697,US Treasury 10Y,BID,10000000,HF-Fortress,99.804,99.55,7,MISSED,100.028
2705,US Treasury 2Y,BID,2500000,SleepyManager,101.525,101.412,7,MISSED,101.444
2713,US Treasury 10Y,ASK,1000000,SleepyManager,99.456,99.462,4,DONE,99.613
2716,US Treasury 5Y,ASK,5000000,SniperFund,98.102,98.134,5,DONE,98.183
2723,US Treasury 2Y,BID,2500000,CountrysideBroker,101.933,101.815,6,MISSED,101.81
2724,US Treasury 5Y,ASK,10000000,SleepyManager,95.136,95.344,6,MISSED,94.939
2727,US Treasury 3Y,BID,1000000,SleepyManager,102.901,102.862,6,MISSED,102.737
2734,US Treasury 3Y,BID,10000000,TankerAssetManagement,101.363,101.209,7,MISSED,101.41
2741,US Treasury 3Y,ASK,100000,CountrysideBroker,101.387,101.437,1,DONE,101.26
2747,US Treasury 3Y,BID,100000,SniperFund,100.906,100.885,7,MISSED,101.036
2749,US Treasury 3Y,ASK,5000000,HF-Fortress,104.121,104.229,3,MISSED,104.297
2753,US Treasury 5Y,BID,1000000,SleepyManager,97.202,97.098,1,DONE,96.789
2753,US Treasury 5Y,BID,100000,TankerAssetManagement,98.182,98.031,5,MISSED,98.475
2758,US Treasury 3Y,ASK,500000,RelativeValueStrategies,101.384,101.326,4,DONE,101.411
2761,US Treasury 3Y,ASK,10000000,SleepyManager,102.26,102.416,3,MISSED,102.266
2762,US Treasury 30Y,BID,5000000,CountrysideBroker,94.24,94.048,5,MISSED,94.232
2769,US Treasury 10Y,ASK,100000,HF-Fortress,97.118,97.353,6,MISSED,96.896
2778,US Treasury 30Y,BID,100000,HF-Fortress,93.87,93.963,6,DONE,93.775
2780,US Treasury 5Y,BID,5000000,HF-Fortress,98.815,98.671,1,MISSED,98.924
2787,US Treasury 5Y,BID,250000,TankerAssetManagement,97.148,97.15,2,DONE,97.366
2789,US Treasury 2Y,BID,2500000,SniperFund,100.346,100.295,6,MISSED,100.493
2796,US Treasury 30Y,ASK,250000,SniperFund,92.013,91.88,2,DONE,92.131
2802,US Treasury 2Y,BID,250000,RelativeValueStrategies,100.138,100.096,1,MISSED,100.189
2806,US Treasury 3Y,BID,2500000,SleepyManager,101.64,101.511,1,DONE,101.568
2814,US Treasury 2Y,BID,5000000,SniperFund,100.281,100.063,4,MISSED,100.175
2815,US Treasury 10Y,BID,1000000,HF-Fortress,100.091,100.05,7,MISSED,100.107
2822,US Treasury 30Y,ASK,250000,HF-Fortress,94.772,94.751,6,DONE,94.762
2824,US Treasury 30Y,BID,10000000,TankerAssetManagement,94.673,94.335,4,MISSED,95.199
2830,US Treasury 5Y,BID,2500000,TankerAssetManagement,99.227,99.213,4,DONE,99.312
2832,US Treasury 10Y,ASK,1000000,CountrysideBroker,95.509,95.613,4,DONE,95.54
2840,US Treasury 30Y,BID,10000000,SniperFund,97.336,97.287,5,DONE,97.005
2845,US Treasury 30Y,ASK,100000,HF-Fortress,91.311,91.532,7,MISSED,91.289
2851,US Treasury 10Y,ASK,10000000,SleepyManager,92.925,93.065,6,MISSED,92.893
2855,US Treasury 2Y,BID,100000,TankerAssetManagement,101.078,100.991,1,MISSED,101.074
2858,US Treasury 3Y,BID,2500000,CountrysideBroker,102.339,102.196,1,MISSED,102.211
2865,US Treasury 5Y,BID,500000,SleepyManager,99.029,98.897,6,MISSED,98.887
2874,US Treasury 10Y,ASK,250000,SleepyManager,95.441,95.712,7,MISSED,95.594
2874,US Treasury 2Y,ASK,250000,SniperFund,100.725,100.786,1,MISSED,100.764
2878,US Treasury 3Y,ASK,5000000,SniperFund,102.443,102.462,1,DONE,102.408
2878,US Treasury 10Y,BID,100000,CountrysideBroker,99.187,98.941,2,MISSED,99.087
2884,US Treasury 30Y,BID,500000,RelativeValueStrategies,90.252,90.079,2,MISSED,90.38
2885,US Treasury 5Y,BID,5000000,HF-Fortress,96.046,95.861,3,MISSED,95.856
2886,US Treasury 2Y,BID,10000000,CountrysideBroker,101.29,101.116,3,MISSED,101.241
2886,US Treasury 5Y,BID,5000000,RelativeValueStrategies,97.192,97.09,2,DONE,97.194
2892,US Treasury 5Y,ASK,10000000,TankerAssetManagement,99.539,99.726,5,MISSED,99.521
2897,US Treasury 10Y,BID,2500000,SniperFund,96.529,96.496,3,DONE,96.154
2905,US Treasury 10Y,BID,10000000,HF-Fortress,94.412,94.197,2,MISSED,94.379
2913,US Treasury 30Y,ASK,250000,SleepyManager,89.296,89.543,3,MISSED,88.734
2921,US Treasury 3Y,ASK,250000,HF-Fortress,102.455,102.544,5,MISSED,102.499
2921,US Treasury 3Y,ASK,2500000,RelativeValueStrategies,102.644,102.675,2,DONE,102.619
2926,US Treasury 2Y,ASK,100000,RelativeValueStrategies,103.26,103.306,1,DONE,103.247
2926,US Treasury 30Y,ASK,100000,HF-Fortress,96.186,96.205,3,DONE,96.326
2930,US Treasury 3Y,BID,5000000,SniperFund,102.801,102.678,7,MISSED,102.84
2939,US Treasury 30Y,ASK,100000,SniperFund,94.269,94.571,3,MISSED,94.778
2940,US Treasury 10Y,ASK,250000,HF-Fortress,94.051,94.024,6,DONE,93.959
2949,US Treasury 10Y,ASK,1000000,CountrysideBroker,93.385,93.432,2,MISSED,93.394
2958,US Treasury 3Y,ASK,5000000,HF-Fortress,101.289,101.477,6,MISSED,101.622
2960,US Treasury 3Y,BID,1000000,CountrysideBroker,100.103,100.023,1,DONE,99.84
2962,US Treasury 5Y,ASK,1000000,HF-Fortress,98.76,98.851,4,MISSED,98.83
2971,US Treasury 30Y,ASK,500000,CountrysideBroker,95.542,95.631,4,DONE,95.393
2975,US Treasury 3Y,ASK,1000000,CountrysideBroker,101.167,101.207,1,DONE,101.206
2981,US Treasury 30Y,ASK,500000,HF-Fortress,97.396,97.564,5,MISSED,97.673
2982,US Treasury 10Y,ASK,250000,SniperFund,94.12,94.228,7,MISSED,94.223
2983,US Treasury 5Y,BID,500000,CountrysideBroker,97.441,97.377,1,MISSED,97.425
2987,US Treasury 10Y,ASK,5000000,SniperFund,98.681,99.001,5,MISSED,98.463
2991,US Treasury 2Y,BID,10000000,SleepyManager,99.596,99.479,5,MISSED,99.729
3000,US Treasury 5Y,BID,2500000,SleepyManager,100.202,100.144,4,MISSED,100.319
3004,US Treasury 3Y,ASK,5000000,HF-Fortress,100.483,100.532,4,MISSED,100.547
3013,US Treasury 5Y,BID,10000000,SleepyManager,98.391,98.32,4,MISSED,98.158
3015,US Treasury 3Y,BID,250000,TankerAssetManagement,99.696,99.684,4,MISSED,99.546
3021,US Treasury 30Y,ASK,100000,TankerAssetManagement,89.901,89.996,3,MISSED,89.986
3028,US Treasury 10Y,ASK,2500000,SleepyManager,96.451,96.506,2,DONE,96.303
3028,US Treasury 30Y,BID,1000000,SniperFund,100.429,100.425,1,DONE,100.55
3031,US Treasury 3Y,BID,100000,RelativeValueStrategies,101.011,100.831,2,MISSED,101.087
3034,US Treasury 5Y,ASK,2500000,SniperFund,98.586,98.649,2,DONE,98.458
3035,US Treasury 5Y,BID,500000,TankerAssetManagement,96.711,96.568,1,MISSED,96.583
3041,US Treasury 3Y,ASK,10000000,CountrysideBroker,103.888,104.124,5,MISSED,104.122
3041,US Treasury 10Y,ASK,1000000,RelativeValueStrategies,98.843,98.737,4,DONE,98.647
3050,US Treasury 2Y,ASK,100000,CountrysideBroker,101.464,101.433,6,MISSED,101.48
3058,US Treasury 5Y,ASK,5000000,CountrysideBroker,98.675,98.826,2,MISSED,98.898
3065,US Treasury 5Y,ASK,250000,SniperFund,98.34,98.584,2,MISSED,98.285
3069,US Treasury 10Y,ASK,250000,HF-Fortress,95.518,95.677,1,MISSED,95.55
3076,US Treasury 5Y,BID,10000000,CountrysideBroker,99.333,99.168,1,DONE,99.138
3082,US Treasury 3Y,BID,5000000,HF-Fortress,101.274,101.107,4,MISSED,101.26
3082,US Treasury 3Y,BID,100000,SleepyManager,102.117,101.987,2,MISSED,101.927
3089,US Treasury 3Y,BID,5000000,CountrysideBroker,103.145,103.002,5,MISSED,102.974
3092,US Treasury 5Y,BID,500000,SleepyManager,99.426,99.374,1,MISSED,99.46
3100,US Treasury 10Y,ASK,500000,TankerAssetManagement,97.189,97.251,4,DONE,97.556
3101,US Treasury 2Y,BID,2500000,HF-Fortress,101.997,101.989,3,DONE,101.861
3101,US Treasury 3Y,ASK,10000000,SleepyManager,102.351,102.41,3,DONE,102.361
3109,US Treasury 10Y,BID,5000000,SniperFund,96.541,96.277,6,MISSED,96.393
3116,US Treasury 3Y,ASK,5000000,SniperFund,101.008,101.124,4,DONE,101.109
3122,US Treasury 30Y,BID,250000,SleepyManager,101.892,101.498,3,MISSED,102.273
3125,US Treasury 5Y,BID,5000000,TankerAssetManagement,99.916,99.731,7,MISSED,99.849
3129,US Treasury 2Y,BID,5000000,HF-Fortress,98.665,98.605,2,DONE,98.532
3135,US Treasury 10Y,BID,250000,SniperFund,96.235,96.269,1,DONE,96.253
3143,US Treasury 2Y,BID,250000,CountrysideBroker,100.92,100.854,2,DONE,100.905
3149,US Treasury 3Y,ASK,10000000,SniperFund,101.113,101.244,7,MISSED,101.236
3151,US Treasury 5Y,BID,250000,SniperFund,98.152,98.154,3,DONE,98.293
3154,US Treasury 10Y,BID,500000,SniperFund,99.199,99.058,6,MISSED,99.131
3159,US Treasury 2Y,ASK,5000000,RelativeValueStrategies,100.65,100.671,2,DONE,100.602
3166,US Treasury 10Y,ASK,10000000,RelativeValueStrategies,96.668,96.802,7,MISSED,96.627
3168,US Treasury 30Y,ASK,100000,HF-Fortress,98.221,98.21,7,DONE,98.035
3170,US Treasury 2Y,ASK,500000,SniperFund,100.127,100.223,1,DONE,100.192
3173,US Treasury 2Y,BID,10000000,HF-Fortress,101.04,100.898,4,MISSED,101.089
3181,US Treasury 2Y,ASK,500000,CountrysideBroker,99.18,99.228,2,DONE,99.222
3183,US Treasury 30Y,ASK,5000000,HF-Fortress,89.084,89.061,4,MISSED,89.334
3187,US Treasury 5Y,BID,100000,HF-Fortress,96.893,96.902,7,MISSED,96.99
3190,US Treasury 30Y,BID,5000000,HF-Fortress,97.15,96.736,4,MISSED,97.278
3190,US Treasury 10Y,ASK,5000000,SniperFund,95.405,95.573,1,MISSED,95.433
3190,US Treasury 2Y,ASK,100000,RelativeValueStrategies,99.43,99.493,6,MISSED,99.579
3192,US Treasury 10Y,BID,250000,SniperFund,97.343,97.338,3,DONE,97.457
3195,US Treasury 3Y,ASK,10000000,CountrysideBroker,100.364,100.642,4,MISSED,100.366
3200,US Treasury 10Y,BID,1000000,CountrysideBroker,97.925,97.739,4,MISSED,97.88
3201,US Treasury 5Y,BID,10000000,HF-Fortress,98.124,97.985,4,MISSED,98.075
3207,US Treasury 3Y,ASK,1000000,SleepyManager,102.306,102.431,7,MISSED,102.412
3211,US Treasury 5Y,ASK,10000000,CountrysideBroker,99.217,99.377,6,MISSED,99.366
3217,US Treasury 30Y,ASK,2500000,RelativeValueStrategies,92.867,93.073,3,MISSED,92.491
3221,US Treasury 5Y,ASK,2500000,TankerAssetManagement,99.411,99.497,4,DONE,99.409
3222,US Treasury 30Y,BID,500000,SniperFund,91.287,91.262,6,MISSED,91.261
3228,US Treasury 2Y,ASK,100000,SleepyManager,101.047,101.138,1,MISSED,101.01
3229,US Treasury 10Y,ASK,1000000,HF-Fortress,96.902,97.176,1,MISSED,96.759
3230,US Treasury 5Y,ASK,100000,SniperFund,96.657,96.672,1,DONE,96.779
3230,US Treasury 10Y,BID,1000000,CountrysideBroker,91.027,90.774,1,DONE,90.99
3237,US Treasury 10Y,BID,5000000,SniperFund,98.97,98.946,7,DONE,98.656
3240,US Treasury 2Y,BID,500000,CountrysideBroker,102.262,102.236,3,MISSED,102.109
3248,US Treasury 10Y,BID,500000,CountrysideBroker,95.596,95.676,4,DONE,95.891
3251,US Treasury 2Y,ASK,500000,TankerAssetManagement,99.849,99.886,7,MISSED,99.762
3253,US Treasury 2Y,ASK,100000,TankerAssetManagement,101.407,101.462,5,MISSED,101.316
3260,US Treasury 3Y,ASK,100000,RelativeValueStrategies,100.87,100.935,4,MISSED,100.832
3268,US Treasury 3Y,ASK,10000000,TankerAssetManagement,102.208,102.356,5,MISSED,102.14
3271,US Treasury 2Y,ASK,10000000,RelativeValueStrategies,101.044,101.193,4,MISSED,101.006
3280,US Treasury 30Y,BID,2500000,HF-Fortress,97.368,97.149,4,MISSED,97.177
3281,US Treasury 2Y,BID,10000000,SniperFund,101.6,101.556,1,DONE,101.559
3287,US Treasury 10Y,BID,100000,TankerAssetManagement,95.671,95.692,7,MISSED,95.649
3292,US Treasury 5Y,ASK,10000000,TankerAssetManagement,97.147,97.233,4,MISSED,97.147
3296,US Treasury 3Y,BID,2500000,SleepyManager,100.918,100.841,1,DONE,100.765
3303,US Treasury 5Y,BID,1000000,RelativeValueStrategies,99.314,99.257,3,MISSED,99.183
3305,US Treasury 30Y,BID,2500000,SleepyManager,91.065,90.779,2,MISSED,90.673
3309,US Treasury 30Y,ASK,1000000,CountrysideBroker,89.38,89.797,1,MISSED,89.022
3309,US Treasury 30Y,ASK,250000,TankerAssetManagement,97.795,97.921,6,MISSED,98.018
3316,US Treasury 2Y,ASK,100000,RelativeValueStrategies,101.14,101.16,5,MISSED,101.2
3318,US Treasury 3Y,BID,10000000,HF-Fortress,102.217,102.052,5,MISSED,102.206
3320,US Treasury 2Y,ASK,500000,HF-Fortress,101.051,101.129,2,DONE,100.979
3325,US Treasury 5Y,BID,2500000,SleepyManager,99.636,99.585,4,MISSED,99.297
3331,US Treasury 3Y,ASK,1000000,HF-Fortress,100.893,101.02,6,MISSED,100.904
3338,US Treasury 30Y,BID,5000000,HF-Fortress,96.095,96.234,4,DONE,96.24
3340,US Treasury 2Y,ASK,100000,SniperFund,101.317,101.335,4,MISSED,101.287
3348,US Treasury 5Y,ASK,10000000,TankerAssetManagement,96.608,96.774,3,MISSED,96.73
3350,US Treasury 30Y,ASK,1000000,SniperFund,96.711,96.877,3,MISSED,96.972
3350,US Treasury 2Y,ASK,100000,RelativeValueStrategies,102.047,102.009,7,MISSED,102.009
3357,US Treasury 3Y,ASK,10000000,TankerAssetManagement,101.987,102.128,4,MISSED,102.079
3359,US Treasury 3Y,BID,500000,RelativeValueStrategies,101.795,101.636,5,MISSED,101.758
3364,US Treasury 2Y,BID,2500000,SleepyManager,100.61,100.606,7,MISSED,100.555
3366,US Treasury 10Y,BID,250000,CountrysideBroker,96.22,96.066,3,MISSED,96.161
3371,US Treasury 5Y,BID,250000,SniperFund,98.105,98.008,2,MISSED,98
3372,US Treasury 10Y,ASK,2500000,RelativeValueStrategies,98.391,98.414,1,DONE,98.817
3381,US Treasury 5Y,BID,5000000,SleepyManager,101.724,101.593,1,DONE,101.692
3381,US Treasury 3Y,ASK,2500000,RelativeValueStrategies,102.469,102.544,1,MISSED,102.407
3382,US Treasury 2Y,BID,10000000,SleepyManager,101.758,101.666,1,MISSED,101.801
3388,US Treasury 30Y,ASK,100000,TankerAssetManagement,97.232,97.196,2,DONE,97.377
3394,US Treasury 5Y,BID,10000000,CountrysideBroker,98.963,98.834,2,DONE,98.774
3397,US Treasury 2Y,ASK,10000000,RelativeValueStrategies,101.898,102.005,6,MISSED,101.91
3398,US Treasury 5Y,ASK,250000,SleepyManager,97.561,97.569,3,DONE,97.276
3407,US Treasury 3Y,ASK,100000,RelativeValueStrategies,103.428,103.43,3,MISSED,103.289
3411,US Treasury 10Y,BID,500000,RelativeValueStrategies,97.237,97.192,6,MISSED,97.086
3419,US Treasury 10Y,ASK,10000000,SniperFund,96.995,97.228,7,MISSED,97.057
3427,US Treasury 3Y,ASK,10000000,RelativeValueStrategies,100.048,100.264,2,MISSED,100.014
3434,US Treasury 2Y,BID,2500000,TankerAssetManagement,102.338,102.289,7,MISSED,102.348
3443,US Treasury 2Y,BID,250000,CountrysideBroker,102.335,102.223,4,MISSED,102.266
3445,US Treasury 5Y,BID,10000000,TankerAssetManagement,98.883,98.563,2,MISSED,98.579
3452,US Treasury 5Y,ASK,250000,CountrysideBroker,99.222,99.427,7,MISSED,99.237
3461,US Treasury 5Y,BID,10000000,SleepyManager,95.846,95.731,5,MISSED,95.661
3463,US Treasury 5Y,ASK,100000,RelativeValueStrategies,99.037,99.081,6,MISSED,98.828
3471,US Treasury 30Y,ASK,1000000,SleepyManager,97.333,97.225,1,DONE,97.13
3480,US Treasury 5Y,ASK,1000000,CountrysideBroker,98.468,98.599,3,MISSED,98.585
3481,US Treasury 30Y,ASK,1000000,CountrysideBroker,92.612,92.841,2,MISSED,92.679
3485,US Treasury 10Y,ASK,2500000,SleepyManager,94.966,95.152,2,MISSED,94.848
3491,US Treasury 2Y,ASK,1000000,SniperFund,101.064,101.073,5,MISSED,101.184
3495,US Treasury 2Y,BID,5000000,RelativeValueStrategies,101.846,101.732,2,MISSED,102.058
3503,US Treasury 10Y,BID,250000,RelativeValueStrategies,95.036,95.097,1,DONE,94.925
3503,US Treasury 2Y,ASK,5000000,SleepyManager,100.403,100.536,7,MISSED,100.509
3503,US Treasury 2Y,ASK,250000,TankerAssetManagement,100.235,100.21,2,MISSED,100.242
3507,US Treasury 3Y,ASK,500000,HF-Fortress,100.465,100.506,3,MISSED,100.698
3513,US Treasury 5Y,BID,2500000,RelativeValueStrategies,95.448,95.423,6,DONE,95.271
3520,US Treasury 30Y,ASK,5000000,HF-Fortress,96.803,97.012,1,MISSED,96.607
3522,US Treasury 5Y,BID,10000000,TankerAssetManagement,99.632,99.606,7,DONE,99.706
3525,US Treasury 3Y,BID,1000000,TankerAssetManagement,103.566,103.402,6,MISSED,103.574
3529,US Treasury 10Y,ASK,1000000,SleepyManager,94.436,94.646,5,MISSED,94.694
3536,US Treasury 2Y,BID,100000,SleepyManager,99.448,99.364,5,MISSED,99.592
3543,US Treasury 2Y,ASK,2500000,TankerAssetManagement,101.255,101.369,3,MISSED,101.074
3552,US Treasury 3Y,ASK,250000,RelativeValueStrategies,102.286,102.328,7,MISSED,102.482
3552,US Treasury 2Y,ASK,100000,TankerAssetManagement,99.659,99.589,7,DONE,99.613
3561,US Treasury 10Y,ASK,100000,SniperFund,98.494,98.408,1,DONE,98.78
3562,US Treasury 5Y,ASK,5000000,RelativeValueStrategies,98.013,98.186,3,MISSED,98.001
3571,US Treasury 3Y,BID,100000,RelativeValueStrategies,103.187,103.114,4,MISSED,103.387
3580,US Treasury 2Y,BID,2500000,HF-Fortress,99.723,99.723,1,DONE,99.688
3583,US Treasury 30Y,BID,5000000,SleepyManager,93.442,93.123,4,MISSED,92.786
3589,US Treasury 3Y,BID,5000000,SniperFund,101.802,101.619,4,MISSED,101.63
3591,US Treasury 2Y,ASK,5000000,CountrysideBroker,103.083,103.148,5,DONE,103.093
3594,US Treasury 2Y,ASK,10000000,CountrysideBroker,101.331,101.482,1,DONE,101.413
3599,US Treasury 3Y,ASK,1000000,HF-Fortress,99.51,99.59,4,MISSED,99.476
3608,US Treasury 10Y,ASK,1000000,RelativeValueStrategies,93.14,93.193,2,MISSED,93.374
3617,US Treasury 30Y,BID,500000,TankerAssetManagement,90.425,90.065,6,MISSED,90.113
3619,US Treasury 30Y,ASK,5000000,CountrysideBroker,94.956,95.146,6,MISSED,94.96
3625,US Treasury 3Y,BID,250000,HF-Fortress,101.604,101.487,6,MISSED,101.529
3631,US Treasury 10Y,ASK,5000000,SleepyManager,93.153,93.387,3,MISSED,92.979
3640,US Treasury 30Y,ASK,10000000,TankerAssetManagement,92.011,92.235,1,MISSED,91.559
3644,US Treasury 5Y,BID,500000,SleepyManager,99.104,99.061,7,MISSED,99.265
3651,US Treasury 3Y,BID,1000000,SleepyManager,102.294,102.171,7,MISSED,102.181
3657,US Treasury 2Y,BID,2500000,HF-Fortress,101.566,101.431,7,MISSED,101.71
3663,US Treasury 30Y,BID,2500000,HF-Fortress,92.974,92.796,1,MISSED,93.555
3670,US Treasury 10Y,BID,500000,SleepyManager,100.835,100.744,7,MISSED,100.813
3672,US Treasury 5Y,ASK,250000,SleepyManager,97.948,98.066,1,DONE,98.087
3674,US Treasury 5Y,ASK,250000,CountrysideBroker,98.953,99.056,4,MISSED,99.149
3681,US Treasury 2Y,BID,1000000,RelativeValueStrategies,100.845,100.739,1,DONE,100.815
3684,US Treasury 10Y,BID,5000000,SniperFund,94.459,94.381,5,MISSED,94.203
3693,US Treasury 30Y,ASK,100000,HF-Fortress,90.798,90.906,2,DONE,90.958
3702,US Treasury 5Y,ASK,500000,RelativeValueStrategies,99.611,99.697,3,MISSED,99.663
3710,US Treasury 3Y,BID,2500000,SniperFund,103.358,103.223,7,MISSED,103.296
3710,US Treasury 10Y,ASK,5000000,RelativeValueStrategies,98.033,98.253,6,MISSED,97.875
3713,US Treasury 2Y,BID,1000000,RelativeValueStrategies,100.596,100.474,6,MISSED,100.635
3713,US Treasury 3Y,ASK,2500000,SleepyManager,101.686,101.789,2,DONE,101.645
3720,US Treasury 3Y,ASK,1000000,CountrysideBroker,102.521,102.698,4,MISSED,102.592
3725,US Treasury 30Y,BID,5000000,CountrysideBroker,94.432,94.215,6,MISSED,94.312
3729,US Treasury 30Y,BID,2500000,TankerAssetManagement,96.162,95.968,2,DONE,96.664
3730,US Treasury 10Y,BID,500000,TankerAssetManagement,95.183,95.067,2,MISSED,95.277
3735,US Treasury 10Y,BID,500000,SleepyManager,97.517,97.397,2,MISSED,97.394
3738,US Treasury 30Y,BID,250000,SleepyManager,95.012,94.701,4,MISSED,94.663
3745,US Treasury 5Y,BID,5000000,SniperFund,99.354,99.319,6,MISSED,99.554
3747,US Treasury 10Y,ASK,2500000,TankerAssetManagement,94.986,95.154,5,MISSED,94.768
3749,US Treasury 10Y,BID,100000,TankerAssetManagement,95.468,95.263,3,MISSED,95.374
3754,US Treasury 10Y,BID,5000000,SleepyManager,97.206,97.058,7,MISSED,96.798
3760,US Treasury 10Y,ASK,1000000,SniperFund,96.866,96.957,5,MISSED,96.981
3765,US Treasury 10Y,BID,5000000,CountrysideBroker,95.872,95.716,5,MISSED,95.791
3774,US Treasury 2Y,BID,1000000,RelativeValueStrategies,100.943,100.91,3,DONE,101.016
3775,US Treasury 3Y,ASK,1000000,HF-Fortress,101.34,101.371,3,DONE,101.35
3778,US Treasury 3Y,BID,5000000,TankerAssetManagement,101.808,101.638,3,MISSED,101.694
3783,US Treasury 5Y,ASK,5000000,SniperFund,96.96,97.191,1,MISSED,97.018
3792,US Treasury 3Y,ASK,2500000,SniperFund,99.76,99.894,3,MISSED,99.866
3797,US Treasury 30Y,BID,500000,CountrysideBroker,96.068,95.873,1,MISSED,95.968
3802,US Treasury 5Y,ASK,1000000,HF-Fortress,98.897,99.013,1,DONE,99.049
3806,US Treasury 5Y,ASK,10000000,SniperFund,97.367,97.435,5,DONE,97.505
3811,US Treasury 3Y,ASK,500000,CountrysideBroker,103.376,103.457,5,MISSED,103.267
3819,US Treasury 5Y,BID,5000000,HF-Fortress,98.198,98.106,7,MISSED,98.235
3820,US Treasury 2Y,BID,5000000,SniperFund,100.196,100.003,6,MISSED,100.085
3828,US Treasury 10Y,BID,500000,SniperFund,99.025,98.989,3,MISSED,98.842
3837,US Treasury 2Y,BID,5000000,CountrysideBroker,100.587,100.417,5,MISSED,100.846
3837,US Treasury 10Y,ASK,100000,SleepyManager,94.742,94.848,3,MISSED,95.01
3846,US Treasury 2Y,ASK,500000,HF-Fortress,99.118,99.196,5,MISSED,99.079
3851,US Treasury 10Y,ASK,10000000,SleepyManager,97.224,97.398,1,DONE,96.947
3858,US Treasury 30Y,BID,250000,TankerAssetManagement,95.503,95.425,3,MISSED,95.83
3862,US Treasury 10Y,BID,250000,CountrysideBroker,95.093,95.052,3,MISSED,94.987
3866,US Treasury 2Y,ASK,250000,CountrysideBroker,99.831,100.03,7,MISSED,99.879
3866,US Treasury 5Y,ASK,2500000,HF-Fortress,99.847,99.938,3,DONE,100.046
3870,US Treasury 5Y,BID,2500000,HF-Fortress,99.647,99.512,5,MISSED,99.8
3878,US Treasury 2Y,ASK,5000000,RelativeValueStrategies,100.908,101.14,2,MISSED,100.931
3882,US Treasury 5Y,BID,1000000,CountrysideBroker,98.556,98.431,7,MISSED,98.263
3889,US Treasury 2Y,ASK,1000000,SniperFund,100.535,100.662,4,MISSED,100.684
3893,US Treasury 2Y,ASK,100000,TankerAssetManagement,99.75,99.825,1,DONE,99.875
3893,US Treasury 5Y,ASK,5000000,SleepyManager,98.604,98.726,4,DONE,98.727
